id,name,city
https://www.bringfido.com/restaurant/14164,The Oven,"Wexford, PA"
https://www.bringfido.com/restaurant/9471,Aladdin's Eatery Mt. Lebanon,"Mount Lebanon, PA"
https://www.bringfido.com/restaurant/16798,Dive Bar & Grille,"Wexford, PA"
https://www.bringfido.com/restaurant/10974,Jerry's Custard,"Lower Burrell, PA"
https://www.bringfido.com/restaurant/14159,Sewickley Hotel,"Sewickley, PA"
https://www.bringfido.com/restaurant/19629,Apis Mead and Winery,"Carnegie, PA"
https://www.bringfido.com/restaurant/4817,Sonic Drive-In,"Tarentum, PA"
https://www.bringfido.com/restaurant/25094,Dorothy 6 Blast Furnace Cafe,"Homestead, PA"
https://www.bringfido.com/restaurant/4353,Sonic Drive-In,"Canonsburg, PA"
https://www.bringfido.com/restaurant/6010,Bruster's Real Ice Cream,"Bethel Park, PA"
https://www.bringfido.com/restaurant/6196,Bruster's Real Ice Cream,"North Versailles, PA"
https://www.bringfido.com/restaurant/6222,Bruster's Real Ice Cream,"Gibsonia, PA"
https://www.bringfido.com/restaurant/9052,Bruster's Real Ice Cream,"McMurray, PA"
https://www.bringfido.com/restaurant/36040,Kopper Kettle,"Washington, PA"
https://www.bringfido.com/restaurant/60756,TGI Fridays,"Monroeville, PA"
https://www.bringfido.com/restaurant/31805,The Slippery Mermaid Sushi Bar,"Sewickley, PA"
https://www.bringfido.com/restaurant/30396,Blue North Restaurant,"Allison Park, PA"
https://www.bringfido.com/restaurant/60750,Anthony's Coal Fired Pizza,"Monroeville, PA"
https://www.bringfido.com/restaurant/28484,Riley's Public Pour House,"Carnegie, PA"
https://www.bringfido.com/restaurant/32762,Hog Fathers BBQ of Canonsburg,"Canonsburg, PA"
https://www.bringfido.com/restaurant/29706,Bella Mimi's,"Jeannette, PA"
https://www.bringfido.com/restaurant/28345,Bubba's Gourmet Burghers and Beer,"Bridgeville, PA"
https://www.bringfido.com/restaurant/35556,Peace Love & Little Donuts of Wexford,"Wexford, PA"
https://www.bringfido.com/restaurant/36064,Cafe des Amis,"Sewickley, PA"
https://www.bringfido.com/restaurant/68389,Dad's Pub and Grub,"Monroeville, PA"
https://www.bringfido.com/restaurant/60807,Primanti Brothers,"North Versailles, PA"
https://www.bringfido.com/restaurant/35477,Dorothy 6 Blast Furnace Cafe,"Homestead, PA"
https://www.bringfido.com/restaurant/35591,Billy's Roadhouse,"Wexford, PA"
https://www.bringfido.com/restaurant/61115,Walnut Grill,"Wexford, PA"
https://www.bringfido.com/restaurant/30990,Luke and Mike's Frontporch,"Aspinwall, PA"
https://www.bringfido.com/restaurant/33025,Labella Bean,"Bridgeville, PA"
https://www.bringfido.com/restaurant/40398,Il Pizzaiolo,"Warrendale, PA"
https://www.bringfido.com/restaurant/60818,Mike's Wife's Bar and Grill,"Oakmont, PA"
https://www.bringfido.com/restaurant/35914,Thai Touch Kitchen,"Mount Lebanon, PA"
https://www.bringfido.com/restaurant/32844,Shouf's Cafe,"Bridgeville, PA"
https://www.bringfido.com/restaurant/28566,Totin's Diner,"Wexford, PA"
https://www.bringfido.com/restaurant/33819,Aiello's Pizzeria,"Harrison City, PA"
https://www.bringfido.com/restaurant/28778,Papa J's,"Carnegie, PA"
https://www.bringfido.com/restaurant/60755,Rudy's Subs,"Monroeville, PA"
https://www.bringfido.com/restaurant/60485,Walnut Grill,"Bridgeville, PA"
https://www.bringfido.com/restaurant/32984,Nakama Japanese Steakhouse & Sushi Bar,"Wexford, PA"
https://www.bringfido.com/restaurant/60778,Atria's Restaurant & Tavern,"Murrysville, PA"
https://www.bringfido.com/restaurant/60478,TGI Fridays,"Bethel Park, PA"
https://www.bringfido.com/restaurant/36485,Sewickley Confectionery,"Sewickley, PA"
https://www.bringfido.com/restaurant/29086,Blue Dust,"Homestead, PA"
https://www.bringfido.com/restaurant/60817,Cafe Monaco,"Oakmont, PA"
https://www.bringfido.com/restaurant/60754,Panera Bread,"Monroeville, PA"
https://www.bringfido.com/restaurant/35883,Black & Cold Creamery,"West Mifflin, PA"
https://www.bringfido.com/restaurant/61112,Graeter's Ice Cream,"Wexford, PA"
https://www.bringfido.com/restaurant/32475,Cornerstone Restaurant & Bar,"Aspinwall, PA"
https://www.bringfido.com/restaurant/32943,Bill's Golfland,"Belle Vernon, PA"
https://www.bringfido.com/restaurant/31103,Lumpy's Country Deli and Pie,"Trafford, PA"
https://www.bringfido.com/restaurant/61107,Bar Louie,"West Homestead, PA"
https://www.bringfido.com/restaurant/34470,Churn,"Gibsonia, PA"
https://www.bringfido.com/restaurant/36009,Big Jim's Roadhouse,"Hendersonville, PA"
https://www.bringfido.com/restaurant/38008,Lagerheads,"Coal Center, PA"
https://www.bringfido.com/restaurant/60757,The Meadows Original Frozen Custard,"Monroeville, PA"
https://www.bringfido.com/restaurant/28712,Grille 565,"Bellevue, PA"
https://www.bringfido.com/restaurant/29789,Pizza Bistro,"West Mifflin, PA"
https://www.bringfido.com/restaurant/60776,Pamela's Diner,"Mount Lebanon, PA"
https://www.bringfido.com/restaurant/31206,Center Avenue Slice,"West View, PA"
https://www.bringfido.com/restaurant/35357,Fresh From The Farm Juices,"Wexford, PA"
https://www.bringfido.com/restaurant/60526,Five Guys,"Coraopolis, PA"
https://www.bringfido.com/restaurant/31791,Glen's Frozen Custard,"Springdale, PA"
https://www.bringfido.com/restaurant/36295,Elwood's Pub,"Cheswick, PA"
https://www.bringfido.com/restaurant/68355,House of 1000 Beers,"New Kensington, PA"
https://www.bringfido.com/restaurant/60676,Kerber's Dairy,"Irwin, PA"
https://www.bringfido.com/restaurant/60456,Panera Bread,"Allison Park, PA"
https://www.bringfido.com/restaurant/29801,Bishops Pizza,"Clairton, PA"
https://www.bringfido.com/restaurant/60729,Aladdin's Eatery,"McMurray, PA"
https://www.bringfido.com/restaurant/60475,Bruegger's Bagels,"Bethel Park, PA"
https://www.bringfido.com/restaurant/60769,The Simple Greek,"Mount Lebanon, PA"
https://www.bringfido.com/restaurant/60829,Universal Pizza,"Penn Hills, PA"
https://www.bringfido.com/restaurant/60779,Five Guys,"Murrysville, PA"
https://www.bringfido.com/restaurant/33367,The Pink House Chocolates,"Finleyville, PA"
https://www.bringfido.com/restaurant/60816,Scoops & More,"Oakdale, PA"
https://www.bringfido.com/restaurant/60752,Dairy Queen,"Monroeville, PA"
https://www.bringfido.com/restaurant/60499,Chipotle Mexican Grill,"Canonsburg, PA"
https://www.bringfido.com/restaurant/60753,Five Guys,"Monroeville, PA"
https://www.bringfido.com/restaurant/60670,Starbucks,"Homestead, PA"
https://www.bringfido.com/restaurant/61076,Freedom Square Diner,"Verona, PA"
https://www.bringfido.com/restaurant/28443,Emmerling Ice Cream,"Cheswick, PA"
https://www.bringfido.com/restaurant/60484,Philly Pretzel Factory,"Bridgeville, PA"
https://www.bringfido.com/restaurant/61066,Panera Bread,"Tarentum, PA"
https://www.bringfido.com/restaurant/61075,My Big Fat Greek Gyro,"Venetia, PA"
https://www.bringfido.com/restaurant/61041,Crazy Mocha Coffee,"Sewickley, PA"
https://www.bringfido.com/restaurant/60477,Rita's Italian Ice,"Bethel Park, PA"
https://www.bringfido.com/restaurant/61110,Handel's Homemade Ice Cream & Yogurt,"West Mifflin, PA"
https://www.bringfido.com/restaurant/60500,Dairy Queen,"Canonsburg, PA"
https://www.bringfido.com/restaurant/61116,Dairy Queen,"White Oak, PA"
https://www.bringfido.com/restaurant/60835,Dairy Queen,"Perryopolis, PA"
