id,name,city,address
https://www.bringfido.com/resource/20325,Pittsburgh Pet Concierge,"Monroeville, PA","227 Loretta Drive, Monroeville, PA, US, 15146"
https://www.bringfido.com/resource/26585,DogVacay Monroeville,"Monroeville, PA",NA
https://www.bringfido.com/resource/3776,PETCO Waterfront,"West Homestead, PA","590 East Waterfront Drive, West Homestead, PA, US, 15120"
https://www.bringfido.com/resource/3680,PETCO Monroeville,"Monroeville, PA","2723 Stroschein Road, Monroeville, PA, US, 15146"
https://www.bringfido.com/resource/19307,"Off Leash K9 Training, Pittsburgh","Washington, PA","1445 Washington Road, Washington, PA 15301"
https://www.bringfido.com/resource/17798,Bradford Hills Veterinary Hospital,"Wexford, PA","13055 Perry Highway, Wexford, PA, US, 15090"
https://www.bringfido.com/resource/9725,Park Your Paws Pet Care,"Carnegie, PA",NA
https://www.bringfido.com/resource/946,PetSmart Training,"Monroeville, PA","3739 William Penn Hwy, Monroeville, PA, US, 15146"
https://www.bringfido.com/resource/5070,PetSmart West Mifflin,"West Mifflin, PA","3500 Mountain View Dr, West Mifflin, PA, US, 15122"
https://www.bringfido.com/resource/3000,PetSmart Grooming,"West Mifflin, PA","3500 Mountain View Dr, West Mifflin, PA, US, 15122"
https://www.bringfido.com/resource/3579,PETCO Bethel Park,"Bethel Park, PA","742 Allegheny River Blvd Suite #D, Verona, PA, US, 15147"
https://www.bringfido.com/resource/13712,Pinks Tiny Paws Daycare & Boutique,"Verona, PA","59 Fort Couch Road, Bethel Park, PA, US, 15241"
https://www.bringfido.com/resource/2952,PetSmart Grooming,"Tarentum, PA","1025 Village Center Drive, Tarentum, PA, US, 15084"
https://www.bringfido.com/resource/213,Banfield Pet Hospital,"Monroeville, PA","3739 William Penn Hwy, Monroeville, PA, US, 15146"
https://www.bringfido.com/resource/17326,Marley's Doggie Delights,"Canonsburg, PA","306 Cricketwood Ct, Canonsburg, Pennsylvania 15317"
https://www.bringfido.com/resource/23507,DogVacay Carnegie,"Carnegie, PA",NA
https://www.bringfido.com/resource/1889,PetSmart Training,"West Mifflin, PA","3500 Mountain View Dr, West Mifflin, PA, US, 15122"
https://www.bringfido.com/resource/11488,Rover.com Coraopolis Dog Sitters,"Coraopolis, PA",NA
https://www.bringfido.com/resource/26838,DogVacay New Kensington,"New Kensington, PA",NA
https://www.bringfido.com/resource/1841,PetSmart Training,"Tarentum, PA","1025 Village Center Drive, Tarentum, PA, US, 15084"
https://www.bringfido.com/resource/26360,DogVacay McKeesport,"McKeesport, PA",NA
https://www.bringfido.com/resource/25481,DogVacay Irwin,"Irwin, PA",NA
https://www.bringfido.com/resource/32920,North Park Pet Wash,"Gibsonia, PA","1366 Wildwood Road, Gibsonia, PA, US, 15044"
https://www.bringfido.com/resource/16574,Rover.com Penn Hills Dog Sitters,"Penn Hills, PA",NA
https://www.bringfido.com/resource/16600,Rover.com Plum Dog Sitters,"Plum, PA",NA
